"seqfile","m0_kappa","m0_beta_0","m0_beta_1","m0_treescaling","m0_ml","m1_kappa","m1_beta_0","m1_beta_1","m1_treescaling","m1_ml"
"207_AKT1.fasta",1.84649496120613,0.00633350742457401,1.79906737903109,0.0027011983918974,-9543.59065561276,2.12288548723559,0.0269438593855552,-3.79431921776199e-09,0.0026220462244125,-9432.42508195896
"2308_FOXO1.fasta",1.46228048141533,0.00620813097421035,2.23805225330006,0.00258243734710884,-12807.4118846225,1.50666966171749,0.0802885683461913,-1.06539775519607e-07,0.00232401862101181,-12250.9281358472
"26291_FGF21.fasta",3.1466707823546,0.227483089280192,0.537500221304546,0.00476503154318493,-7916.87232582132,3.10946244032831,0.243203592500128,-5.34629539009846e-08,0.00447881457065561,-7919.05938465823
"2690_GHR.fasta",59.3548863355958,0.0789130512487746,-63.8996685953445,0.00279976718497332,-21087.6917883854,64.3645324578447,0.398577859008773,-9.31194355353664e-08,0.00278390075396128,-20368.3318711814
"2691_GHRH.fasta",17.3318300597798,0.231038804156035,-15.7261066640512,0.00451186549417431,-3713.07264855446,3.80092908649077,0.450267040361724,-9.88428086715875e-08,0.00480698123358919,-3533.62701492329
"2693_GHSR.fasta",10.0693862763599,0.0591078745027805,-7.29142514768437,0.00260974257582433,-9163.5221586203,9.77266135840406,0.122416239575785,1.16787490921342e-07,0.00253355015426563,-9048.28095491989
"3479_IGF1.fasta",2.26521645325136,0.0284151289841791,1.32856944875173,0.00280832003447614,-3404.49486270753,2.38788497931787,0.091264169209761,-1.81610837744382e-07,0.00264038117449102,-603.205752045393
"3480_IGF1R.fasta",9.66913839216541,0.0147048980882318,-7.10840444612046,0.0029985105517554,-33717.3710899869,10.3938897929581,0.0566329379002623,2.65304075644296e-08,0.00291371945526722,-33253.875209008
"3481_IGF2.fasta",20.7727304759494,0.108548440506301,-19.7918682938662,0.00321103411117888,-4543.32107148991,22.3797893514719,0.320327368365964,3.37408230598099e-08,0.00317878269492826,-4465.5640448052
"3482_IGF2R.fasta",2.68238133575833,0.153970698594641,0.972399004995989,0.00459629896450233,-85725.657140397,2.68675965559147,0.168928470052738,-2.26502974384825e-08,0.00423933457387406,-85756.9866795249
"3486_IGFBP3.fasta",1.87983893210679,0.0934619914310276,1.85169729000135,0.00394850204123405,-8365.32040673954,1.88687868501522,0.181040605931928,-5.34725045205207e-08,0.00340134085692577,-8319.47655931376
"3487_IGFBP4.fasta",3.02504534661658,0.0388990914248234,0.53792059283397,0.00269047775977807,-5387.24044306141,3.23417319600115,0.103422520720533,-7.88262200083709e-09,0.00258978040539996,-5316.78366846874
"3717_JAK2.fasta",16.5444269137841,0.0199677564487689,-14.979559077478,0.00178212722253698,-22115.2002886843,18.0656625064001,0.0902719240373745,5.03703531042908e-08,0.00174556322906702,-21703.0128792989
"3952_LEP.fasta",5.55021325181105,0.156363004353974,-1.97024314021789,0.0042959370682828,-6082.10127112219,5.49818526026884,0.49542493170338,-2.56418700818193e-07,0.00414759208481306,-5947.92835852846
"3953_LEPR.fasta",0.882365075629853,0.0119133912745817,2.9002436806368,0.0039736353062287,-44920.7500836082,0.889500305801833,0.14723340213049,5.11568800771049e-07,0.0035652476617759,-39241.6594419122
"4160_MC4R.fasta",7.56864091258528,0.0243146547895671,-4.72299058518617,0.00272691487702343,-7740.5116696757,8.277791427335,0.00945992088819473,8.69487281703708e-07,0.00238865859921998,-7764.26717968102
"5170_PDPK1.fasta",6.05769876309368,0.015275455256906,-3.00501416621648,0.00236996644183795,-11462.6178968763,6.1053171545332,0.0695658725663522,-2.91721890893488e-08,0.00220594436392277,-11278.4384525122
"5290_PIK3CA.fasta",2.42905901419976,0.00105370567466369,1.13056700125801,0.00126735812620096,-15432.0996362628,2.45999851674314,0.0119619262358285,-5.54428824406474e-09,0.00117669259160949,-15326.5254930038
"7350_UCP1.fasta",2.54439679337371,0.170273950987555,1.18254636305494,0.0038845476891026,-8985.28183043306,2.69644209458069,0.146579541850329,1.10771300654687e-07,0.00386488001741434,-8972.95393900356
"79068_FTO.fasta",1.57754677320936,0.0308741907045399,2.13285245387821,0.00378323869918122,-15545.8711573659,1.64946529024546,0.07841018115757,3.29122336878358e-07,0.00351730473655041,-15034.8314812529
